msg,label
"

Do YOU eat all your food cold?
-- ",misc.forsale
"I hate it when my posts do that... 

386dx 20mhz mb w/ 4meg of 60ns ram... make offer
",comp.os.ms-windows.misc
"  That was the entire point to *you*.  What exactly did I claim?
     --------------------------------------------------
    ""I've heard eye-witness descriptions of tanks using their main guns
  to respond to sniper fire.  Quite effectively.""
     --------------------------------------------------
  
    I wasn't wrong . . . I've heard those descriptions.  If you're
  paying attention, I've mentioned that I saw the tanks with my own
  eyes, but the main gun firing was an account I heard.  That helps
  people judge whether or not to kick in the, to use your words,
  ""bullshit filters"".  Stating that I *claimed* this is a falsehood.
  
Later in the same post:
     Another part of my memories was that while most damaged building
  were burnt, some were in rubble.  Based on what I remember, I was and
  am inclined to believe an old sarge or two.

Fine, *now* you are stating that you believe their claims (or that you are
""inclined"" to.  See below for a stronger statement of your beliefs).  Those
claims are still ludicrous, however.

Previously Awesley had written:
  You can also read of the troops using grenade launchers.

Prompting me to write:
  To fire fragmentary grenades?  I doubt that as well.  To fire concussion
  grenades?  Perhaps.  To fire tear gas?  Certainly.  But you would be
  perfectly willing to let us believe they fired frags, wouldn't you, since
  it makes your other claim seem more plausible.

To which Awesley replied:
  John, again, strawman techniques.  Do you feel you're losing it so you
  have to stretch what I said and knock that down?  What I read said
  nothing about what they fired.  And so I put nothing in there.  If you
  need some help, let me know and I'l take your side of this for a
  while.  You're not scoring here, you're boring here.

But why did you mention grenade launchers at all?  Because it supports the
notion that the tanks shelled buildings.  And it supports that notion
because it conjures images of troops launching fragmentary grenades.  But
that too is ludicrous.

  If tanks had fired their main guns in Detroit, people would have been
  screaming about it for the past two and half decades.  I would know about
  it. 

Awesley relied:
     Glad to know you're such an expert.  Nice to hear some an
  authority.  I especially appreciate your basis of knowledge -- if it
  had happened, you would have know it.  Since you are such an
  authority, you probably know that people did scream about an alleged
  massive cover-up in the number of people killed in the Detroit riot.
  Some claimed 100+ dead, others said 300.  The offical number is 43 but
  the Concise Columbia Encyclopedia says it was ""several"".  I've also
  heard some things about that but I won't dare repeat them.  You'd
  assert that I claimed they were truth.

Yes, if it happened I would have heard about it.  Everybody would have. 
Army tanks don't fire their cannons in American cities in the 1960's
without it becoming common knowledge, without minority leaders seizing on
it and condemning it over and over again, without civil libertarians saying
""this has gone far enough.""  So, yes, my never hearing of it was the basis
for my disbelieving the claim.  Now I have more reasons to disbelieve it. 
Not one poster has written to say, yes, I lived in Detroit at that time and
everybody knew that the tanks had fired shells.  This is the UseNet.  If it
had happened, somebody here would remember it.  Furthermore, your own
research failed to come up with any support for the claim.  The claim is
extraordinary and it has no supporting evidence, extraordinary or not. 
Unless you count the brags of a couple of guardsmen shooting the shit.  I
do not.

  Unless you also claim that the National Guard managed to cover it up. 

     Taking the tour after the riots, it was pretty easy to tell the 
  difference between Army and Guard troops.  Or so I recall from 26 
  years ago.  And I seem to recall it was the Army running the tanks.
  So it would have been an Army cover-up.

Quibble.  Fine, it was an Army cover-up.  Six years in the Reserves has
taught me the difference also.  But do you think that in two and half
decades not one guilt-ridden participant has come forward and said ""yes, I
shelled Americans,"" or ""I gave the orders to fire the cannons,"" or ""I
helped cover it up""?

  If your mind is open enough to believe that, well, good for you.  I
prefer
  to live in reality.   And here in reality, I find it hard to believe that
  those tanks even had any shells, much less fired them.

Awesley replied:
    Given the level in destruction in Detroit, I'm quite willing to believe
  that they did fire their guns.

Good.  Then we can drop the junk about you not claiming that they did. 
Your belief fails a basic reality check: why isn't it known?

Awesley concludes:
     Now then, we've bored the shit out of anyone whose bothered to read
  this far and all you've managed to say is that you don't believe the
  account I cited.

Actually, now we have established that I don't believe what you believe, as
well as why I don't believe it.  And if it's boring, then I yield the last
word to you, if you want it.  You may say anything you like with
impunity--I am dropping the subject.",misc.forsale
"
satire \'sa-tir\ n [MF or L; MF, fr. L _satura_, _satira_, fr. (lanx)
satura full plate, medley, fr. fem. of _satur_ sated; akin to L
_satis_ enough - more at SAD](1509) 1: a literary work holding up
human vices and follies to ridicule or scorn.  2: trenchent wit,
irony, or sarcasm used to expose and discredit vice or folly.  syn see
WIT.

							spl",misc.forsale
"I have for sale the following:

	Hewlett Packard 500 Deskjet
	4 Additional Deskjet Ink Cartridges
	8 ft. Parallel Printer Cable

The printer is approx. 2 years old (7 months of use, and then a year
in storage during my relocation from Illinois to Columbus) and
in excellent condition. All original manuals, and boxes are included.
The selling price is $325.00 for the entire package. Unwilling to 
break it up because what good would cartridges do me without a printer.

If interested call either (614) 860-2144 or (614) 771-8861. You can also
respond via e-mail.",comp.os.ms-windows.misc
"R. Goldstein (rdg@world.std.com) sez:
: As the subject says, I am moving from Mass. to Calif. and will be driving
: mostly on Interstate 80.
: Any advice from folks who have done it before?

- Plan your gas stops in major-city areas to avoid the 25 cent-per-gallon
""only gas station for 50 miles and you're an out-of-towner"" surcharge.

- Prepare your car.  Don't forget things like your fuel & air filters.  If
you're loading your car up, consider putting your spare on TOP of your stuff
just in case of a flat.  In my x-country trip, a tire disintegrated in the
California desert & it took me 20 minutes to unload all my stuff to get to
the tire.

- If you have a hatchback, cover all your stuff with a white bedsheet to help
keep the stuff and your car cool, as well as *possibly* avoiding theft.

- McDonalds have good, clean bathrooms.

- invest in a $30 CB & magnetic roof antenna.  It may help if you're stranded,
and you can always ask people for places to stop for food, etc.

- Many times police like to hang out in the 1st 10 miles after you enter a
new state, to catch all the speeders who have ""escaped"" the previous state.

- Same as above; when you enter a 55mph city zone after hours and hours of
65mph rural interstate

-=$>Dave<$=-
",talk.politics.guns
"
No one was ever flogged, beaten, burned, fed to the lions, or killed in any
other way because of a belief in the resurrection - sorry to disappoint you.
The idea of resurrection is one which can be found in a host of different
forms in the religions of antiquity.  The problem was not the resurrection
which was a mediorce issue for a tiny fragment of the Jewish population 
(the Saducees) but was a non issues for everyone else.  The real problem was
that Christians were pacifist and preached there was only one god.  When the
state operates by a system of divinitation of the emperor -  monotheism 
becomes a capital offense.  The Jews were able to get exemption from this,
and were also not evangelistic.  Christians were far more vocal, and gentile,
and hence dangerous and were therefore targets of persecution.  Also since
Christians were a relatively powerless group, they made good scapegoats as is
seen by Nero's blaming them for the burning of Rome.  Let's not cloud the
issues with the resurrection.

randy",soc.religion.christian
"Any clue? Some times when I enter Win 3.1 ProgMan says that I need to rebuild
a group! It's quite annoying!

",rec.autos
"

1) a fitting that allows you to generate household current with
the engine running, and plug ins in the trunk, engine compartment
and cabin.

Feel free to add on...

Regards, Charles
x
-- 
Within the span of the last few weeks I have heard elements of
separate threads which, in that they have been conjoined in time,
struck together to form a new chord within my hollow and echoing
gourd. --Unknown net.person",talk.politics.guns
"Could we plase cease this discussion.  I fail to see why people feel the need 
to expound upon this issue for days and days on end.  These areas are not meant for this type of discussion.  If you feel the need to do such things, please
take your thought elsewhere.  Thanks.",talk.politics.guns
"Geico supports (reads gives to police) Laser Radars.  They have been known 
to be very picky.  No sports cars. No radar detectors (although Maryland 
insurance board over rules this consistantly). No turbos.

Basically it seems if you need to use your insurance ever they don't want 
you.  They once told me they wouldn't insure me (perfect record) because of 
my corvette even though it would be insured by another specialty insurance. 
 ""We must insure all the cars"".  I think this rep didn't know what she was 
talking about.

Geico is cheap.  But if you ever file a claim be prepared to be dropped.  I 
think in most areas two tickets will do it.

Geico will never see a dime from me If I can help it.",talk.politics.guns
"-- 
Pete Norton
peten@well.sf.ca.us
peten@holonet.net    
norton@hou.amoco.com          
",misc.forsale
For sale KFC SVGA Monitor 1024X768 .28DP Non-interlaced,comp.os.ms-windows.misc
"
Perhaps it is because witnesses who have left the compound have all
testified that the BATF shot first, they they did not identify themselves
before tossing in concussion grenades (not that anyone inside could have
_heard_ such identification after being near a concussion grenade) and
the announcement from the BATF that they have sealed the warrant under
which they were operating - which was a _search_ warrant, by the way,
_not_ an arrest warrant.  In short, perhaps because the BATF is wildly
out of control and perhaps calmer heads have realized that bombing a
compound full of woman and children will not improve their position.
There is a real chance that Koresh will be able to prove self-defense
in court.  That will leave - what? - four officers dead and no one to
blame but the BATF.

Followups directed to alt.activism, where the discussion has raged nearly
as long as the seige, and which shows every sign of not giving up nearly
as soon.

Larry Smith (smith@ctron.com)  No, I don't speak for Cabletron.  Need you ask?",talk.politics.guns
"Nintendo 8 bit system, power pad, light gun (zapper), 2 controllers

Games: Supermario, duck hunt, power field, and wings.

Asking $80.
",comp.os.ms-windows.misc
"
There was a Volvo owner that had $3000 dollars worth of improvements to the 
looks of the car by hail :).
",talk.politics.guns
"BOOKS FOR SALE
                          ================

Tally up any and all of the books you want and send me a message. 
Shipping will be by US Mail Parcel Post/Book Rate.  Payment in advance
or COD accepted.  

All books are in good to excellent condition.  Paperbacks, unless noted. 
Quantity Discounts. 

This list is updated continually.  The latest list can be requested by
e-mail. This list supercedes all previous lists.  Not responsible for typos.
     !!!! = New To Listing  **** = Claimed, but not paid for yet
===============================================================================
David Hwang, Ann Arbor, Michigan                 david@ganglion.ann-arbor.mi.us
-------------------------------------------------------------------------------
                       List of: February 27, 1993
===============================================================================
Computers
---------
Using Wordperfect 5 (QUE, Stewart)............................... $10.00
Using Clipper (QUE, Tiley)....................................... $10.00
TRS-80 Assembly Language Programming [Barden].................... $ 1.00
57 Practical Programs & Games in Basic [Tracton]................. $ 1.00
First Book of Wordperfect 5.1 [Barnes]........................... $ 8.00

Corvettes
---------
1984-1986 Y Car Parts and Illustration Catalog [GM Manual]....... $ 7.50
Secrets of Corvette Detailing [Antonick]......................... $ 7.50
Eckler's Complete Guide to Corvette Fiberglass Repair............ $ 7.50
Corvette Owners' Workshop Manual [Haynes] [84-87]................ $ 7.50
Chevrolet Power Catalog [GM Manual] 6th. Edition................. $ 3.50
Corvette Driver/Owner Guide For 1953-1988 Models [Antonick]...... $ 7.50
Chevrolet Small Block V8 Speed Equipment Buyers Guide [Lamm]..... $10.00
Chilton's Easy Car Care, 2nd. Edition............................ $10.00

Medicine
--------
Ophthalmology Study Guide For Medical Students................... $ 4.00
Washington Manual or Medical Therapeutics, 26th. Ed.............. $10.00
Respiratory Physiology-The Essentials [West], 3rd. Ed............ $ 9.00
Langman's Medical Embryology, 5th. Ed. [Sadler] -hardcover-...... $18.00 SOLD
Essentials of Human Anatomy, 7th. Ed. [Woodburne] -hardcover-.... $18.00 SOLD
Cardiology Reference Book, 3rd Ed. [Kloner]...................... $ 4.00
Handbook of Antimicrobial Therapy 1992 [Mandell]................. $ 4.00
Guide to Antimicrobial Therapy 1991 [Sanford] ................... $ 1.00 
                                    --> or free with $10.00 of Med Books
Comprehensive Review of the Basic Sciences....................... $10.00 SOLD
How to Get Into Medical & Dental School, 3rd. Ed................. $ 2.00
Sexual Interactions [Allgeier], 2nd Ed. -hardcover-.............. $25.00
On Call: Principles and Protocols [Ruedy]........................ $ 9.00
Physicans' Desk Reference [PDR], 46th Ed., 1992 -hardcover-...... $10.00
Introduction to General Pathology [Spector], 2nd Ed. ............ $ 8.00
Medical School Admissions: Strategy For Success [Weschler] 1982.. $ 4.00
Getting Into Medical School [Brown] 1981 ........................ $ 1.00
Ten Point Plan For College Acceptance [Graham] 1981 ............. $ 2.00

Other
-----
College Accounting, 9th Ed., 1972 [Carson] -hardcover-........... $ 2.00
",comp.os.ms-windows.misc
"


Exactly. 

C. S. Lewis has taken a couple of pretty severe hits in this group lately.
First somebody was accusing him of being self-righteous and unconvincing.
Now we are told that we Christians should be embarrassed by him. (As well
as by Josh McDowell, about whom I have no comment, having never read his
work.)

Anyone who thinks that C. S. Lewis was self-righteous ought to read his
introduction to The Problem of Pain, which is his theodicy. In it, he
explains that he wanted to publish the book anonymously. Why? Although he
believed in the argument he was presenting, he did not want to seem to
presume to tell others how brave they should be in the face of their own
suffering. He did not want people to think that he was presenting himself
as some kind of model of fortitude, or that he was anything other than what
he considered himself to be -- ""a great coward."" 

OFM has adequately handled the question of whether we ought to be
embarrassed by Lewis' liar/lunatic/lord argument (which, by the way, is
part of a *much* bigger discourse.) I would just like to add that, far from
being embarrassed by Lewis, I am in a state of continual amazement at the
soundness and clarity of the arguments he presents. 

- Phil -",soc.religion.christian
"I'm selling an assortment of goods!!
They're all in excellent shape (the amp and detector were
rarely used).

Thule rack with locks for VW GTI or Jetta (2yrs)........ $75
Silca floor bike pump (pink) ...........................  20
Uniden Radar Detector (X and K bands, orig $134) .......  75
Blaupunkt 60W car amp (orig $150) ......................  75


Shipping included in all prices.  Interested?
Please respond by email (whsld login or sldenton@cbnewsj.cb.att.com)
or phone (201) 386-2949 office.",comp.os.ms-windows.misc
"A few comments on the ATF's botched handling of this case:

1. Attempting to storm the compound in broad daylight?  The explanation
   we were given (at least at one point) was that they thought the cult
   members would be at religious services.  My only comment on this bit
   of idiocy is that if you're going to operate as a quasi-military unit,
   you'd better understand basic military tactics.  One cardinal rule
   is that only a fool plans an operation where if one assumption is
   incorrect, the operation will fail disastrously.

2. We were told that ATF got four agents killed because they were
   outgunned, they didn't expect such heavy resistance.  When
   questioned about why such an overwhelming military-style assault
   was planned, we were told that it was because the cultists were
   thought to be heavily armed.  Can you say contradictory?  I knew
   you could!

3. The BATF has had a bad reputation for years as a bunch of arrogant,
   hotdoggers.  I was talking to relatives a couple of weeks ago and
   referred to them as a bunch of Crockett and Tubbs wannabes.  I'm
   more than ever convinced that's right on target.  An anecdote not
   related to the Waco fiasco is that apparently the BATF screwed up
   some of the evidence in the World Trade Center bombing.  There's
   now an excellent chance some of the forensic evidence gathered by
   the FBI will not be admissible in court.  This is not hearsay.  I
   was told this by a relative of my wife's who happens to be an FBI
   agent.  His opinion of the BATF was, ummm, well, let's just say
   uncomplimentary.

4. I have *still* not been presented with one iota of evidence that
   the BD's had *any* of the alleged illegal weaponry which was the
   reason for the raid in the first place.  BTW, we're *still* hearing
   this justification.  AG Reno, on CNN yesterday, made references
   to this issue, without any substantiation.  She also waved around
   the ""He's a child abuser and we heard he was beating the children!""
   flag.  Sigh.

5. A point re the Feds in general: their handling of the whole siege
   reflected a complete lack of understanding of the probable thought
   processes of the cultists.  AG Reno said they pushed the button
   because they were afraid a mass suicide was in the offing.  My
   only comment on that is that if the cultists were that close to
   the edge, what the hell did she think their reaction would be to
   an hours-long assault on the compound where holes were punched in
   the walls and CS gas pumped in?  If I were a BD, I'd expect the
   forces of the godless government to assault me at any time.  In
   that light, whether they torched themselves or drank Jim Jones
   Kool-Aid is irrelevant.  Also, look at how the siege was conducted:
   Bright lights, loud rock music, cutting off communications and
   other contact with the outside.  All measures designed to make the
   BD's feel more and more isolated and threatened.  This might have
   been a great strategy - if they were dealing with criminals.  As it
   was, it looks to me like everything they did fed into Koresh's
   paranoid delusions.




-- 

#include <std_disclaimer.h>",misc.forsale
"For Sale (still) - 

AUDIO SOURCE Model EQ Eleven

10-band Stereo Octave Equalizer With Specturm Analyzer Display

Digital Readout, 10Left/10Right controls over the spectrum.

Great to boost all kinds of music signals.  FM Broadcasts, Tapes, CDs...
Makes even the weakest recording sound great.

Purchased 1 year ago $189.  Asking $75.00.

Includes original packaging, manuals, cables and warranty card.",comp.os.ms-windows.misc
"

Yes, but then someone would have no problem draining your oil in a parking lot.

all they have to do is reach underneath, turn a valve, and forget the trip 
home.
But there is less likelyhood they have a wrench with them.

I personally recommend, installing a 'special' locking drain plug to keep
vandals away. :---)",talk.politics.guns
"I'm looking for a c.itoh printer driver for Windows 3.1.  Does anybody
happen to know where I could find such a beast?

  Thanks in advance,
    Jerry
-- ",rec.autos
"I am interested in both the battletech games for the ibm pc.

I will be grateful to anymore with information. Please email me if you",comp.os.ms-windows.misc
"

I keep hearing this, but every assertion of this form has come from
government sources except two.  As far as I am concerned, I am not
ready to stipulate that Koresh EVER promised to come out except for
his first promise and his last promise.

The first promise was conditional on his audio tape being given 
NATIONAL exposure.  Well, it never was -- it was broadcast locally,
in a chopped-up fashion, and that's all.  And even then, they cleverly 
cut it off when it got to the part where he demanded ""national exposure,""
but not so cleverly that we didn't hear it.

The last promise was conditional on the finishing of his manuscript.
We'll never know if he would have kept that one.


Strangely enough, the previous day they said they were prepared to
""wait as long as it takes.""


Quite possible.  But arguments of intent do not mark the dividing 
line between guilt and innocence -- only the line between murder and 
negligent manslaughter.


This would be an interesting development.


It's too tempting for one or more of the survivors to ""go state's
evidence,"" parrot the FBI story, hang the whole ""suicide"" on Koresh, 
claim they only stayed at gunpoint, etc.  If any of them do this
in the next few weeks, it doesn't prove much; but if none of them
do, it would be a strong indication to me that the FBI story is
dead wrong.
-- ",misc.forsale
"
The Civic does still come in a 4 door model.  My wife and I looked
quite seriously at the 626, Prizm (Corolla), and Civic, as well as
some other cars.  Our impressions: all three seemed well built and had
the features we wanted - these are similar to the features you want
except for cruise control, and we want a manual transmission and are
considering anti-lock brakes.  I also hate automatic seatbelts and we
both think having an airbag is a plus.  In general, comfort and
performance were both significant.

Some specific +'s and -'s are listed below.

Mazda 626
 + very comfortable and roomy
 + can theoretically get ABS on DX model, though in practice this is
   hard to find
 + base price for base model includes numerous little things like:
   tach, variable speed wipers, rear defroster, 60/40 split folding rear seat
 - more expensive than many other cars listed below

Honda Civic
 + DX gets significantly better mileage than other cars listed here
 + comfortable front seat
 + adjustable seat belt mounting
 - no ABS without EX model (includes $1000's of other things like a sunroof)

Geo Prizm/Toyota Corolla
 - seats not very comfortable to us (your mileage may vary)
 + adjustable seat belt mounting
 + can get ABS without lots of other extras

Saturn
 + SL2 was quite comfortable, though SL1 less so
 - motorized attack belts

Dodge Spirit
   no real outstanding +'s, but seemed generally ok
 - rear seat does not fold down

Chevy Corsica
 + comes with ABS standard
 - lower ""would you buy that car again"" and safety ratings in
   Consumer Reports (than first 3 cars above)
 - suspension didn't feel as stiff as the others (this would be a +
   for some)

The Honda Accord and Toyota Camry were both more expensive than the
626, and in our minds, not significantly better.

We probably gave disproportionately low consideration to the ""big 3"",
due (a) to my wife's family's general dislike of Chrysler products,
(b) some unimpressive GM products owned by my parents and a housemate
of mine (c) the Taurus comes with automatic transmission, I find the
seat of the Tempo very uncomfortable, and the escort has attack belts
and no air bag.",talk.politics.guns
"B
B

",talk.politics.guns
"These packages all include complete printed manuals and
registration cards. I need to get rid of some excess.
They're the latest versions. I've priced these programs
at less than half the list price and significantly less
than the cheapest mail-order price around.
 
* OS/2 2.0, can run Windows, DOS, and OS/2 programs,
superior stability compared to Windows, list $169, sale
$60.
 
* NORTON COMMANDER FOR OS/2, provides better file
management than OS/2 does alone, graphical tree and file
list, drag and drop, launch apps from customizable menu,
list $149, sale $60.
 
If you're interested in any of these programs, please phone me at
215-885-7446 (Philadelphia) and I'll save the package for you.",comp.os.ms-windows.misc
"I've got 2 foot switches for sale.  They appear to be designed
for studio use (ie: they're very well built) - 1"" in diameter, 6'
cord.  I'd like $15, but I'd also like to sell them, so make me an
offer.

	Also I just bought a new Ibanez guitar so I need to sell one
of my others.  It's a Kramer with passive EMG pickups (2 single, one
double).  These pickups sound GREAT and are whisper-quiet.  I'd like
to get $250 for it.

-Jason",comp.os.ms-windows.misc
"****UNIX****UNIX****UNIX****UNIX****UNIX****UNIX****UNIX****

FORSALE:

        ESIX UNIX System V Release 4 - NEW!
        2 user license system - $400
        Unlimited user license system - $450
        2 user license system with dev kit - $500
        Unlimited user license system with dev kit - $550

The above systems include all of the floppies or tapes and
instalation manuals. They are new and have never been
installed before. Market value for the above systems is
about $1500 US! If you are interested, please contact me
at 416-233-6038.


",comp.os.ms-windows.misc
"

I couldnt agree more.  That is how it SHOULD work. People should also ALWAYS see motorcycles too.

I CONSTANTLY scan behind me (I have one of those wink mirrors) and two outside mirrors.  I actually spend just as much time checking my six (cops you know).

I still get caught off guard every now and then. 
",talk.politics.guns
"


What does this <censored> from NORWAY think he's doing telling us
how to run the place?  I wanna know... somebody please 'splain.

Guess how NORWAY survived the Third Reich?  Give you a hint,
it wasn't by passive resistance the way the Danes did it....",misc.forsale
"
While previous Volvos have been essentially very fast tractors, the 3,4 and 8 series
are far from 'agricultural' in design or execution (how many FWD tractors have you 
seen?).


You state this like it is a bad thing.  :^)  (remember, car companies use
ad agencies - they don't do their own ads!)


Is this true?  I know that they had done joint ventures with Renault, but I haven't
heard about their subsumption into Renault - does this mean that the French Government
now owns Volvo?  - anyway, Renault makes some very nice cars, they just don't sell
'em in N. America!


Here! Here!
",talk.politics.guns
"1989 Honda CRX DX, White w/Blue int. 
	    Original owner,  59,500 miles, mostly highway.
	    Recent tune-up, new battery
	    Oil changed every 3000 miles
	    Kenwood high power cassette receiver, w/ 4 spkrs
	    $6800 or best reasonable offer",talk.politics.guns
"I don't know if it's as much an issue of their ablility to handle the
power as it is the power they lose (in the torque converter, etc).

However, if you encounter a '93 Formula with 5.7L & 6-Speed Manual,
You'll be SOL, I'm afraid. ;) BTW, I know of what I speak as a former
owner of a 5.7L Auto IROC (1989) and current owner of the
aforementioned car... 
 
Chris S. 
-- 
--------------------------------------------------------------------------------
Chris Silvester      | ""Any man capable of getting himself elected President
chriss@sam.amgen.com |  should by no means be allowed to do the job""
chriss@netcom.com    |   - Douglas Adams, The Hitchhiker's Guide to the Galaxy",talk.politics.guns
"Windows Shareware Monthly (WSM) is an on-line forum for information about the
newest and best Windows 3.x and NT shareware/freeware software. 

WSM is a compilation of submissions from shareware/freeware authors in a single
Windows .HLP (Help System) file.  All types of software may be submitted for
entry in WSM - utilities, applications, games, programming tools, etc.

WSM benefits Windows shareware/freeware authors by allowing them to publicize
their software releases, inform users of updated versions, and to increase
their installed base of users.  Those searching for specific Windows software
will benefit by having a complete list of available software available at their
fingertips - complete with feature lists, current prices, and any other
relevant information.

Windows software authors may submit entries to Windows Shareware Monthly in the
following manner:

1. Compose a short summary of the function of the software.  Include all
   special features which are unique to your product and which set it apart
   from other programs in the genre.  Be sure to include specific details
   such as: the current release version, where the software is available,
   how much the registration fee costs, how much disk space is required, any
   special requirements (e.g. sound card, or VBRUN200.DLL, etc.), how the
   author may be contacted, etc.  Because text is highly compressible, the
   summary may be as long as is necessary, however, it is best to keep it
   short.  A good guideline is a single screenful of 12-point text at 640x480
   resolution.  Order forms and other such addendum may be included if desired.
   All submissions whould be in plain text (ASCII) format.  Formatting will
   be exactly as it is submitted - I will simply cut and paste text files
   into a Help Authoring system.  If you require special formatting 
   conventions - such as boldface text or italics, or a larger font size,
   indicate so CLEARLY within the text file.  For best results, use Windows
   NotePad to create the .TXT file. 
 
2. Include up to 100k of Windows-format .BMP (bitmap) screen-shots which
   display the workings or special features of each program.  Special cases
   (rendering applications for example) which require 256-color bitmaps may
   submit up to 250k of .BMP files - all other should observe the 100k limit
   and use 16-color format.  For maximum compatiblity with the software which
   will be used to create the WSM .HLP file (Stefan Olson's Help Writer's
   Assistant for Windows), please save the bitmaps with Windows Paintbrush or
   WinGIF. 

3. Include a 16-color .BMP of the program's icon (.ICO file).  Many programs
   are available to convert .ICO to .BMP format, or Windows Paintbrush may be
   used.  The .BMP will be embedded in the summary text.

4. Double-check for spelling errors, formatting corrections, etc.  

5. Compress the .TXT file, the .BMP of the program icon, and any additional
   .BMPs into a single file using PKZIP (any version).

6. Submit the entry by UUENCODING the .ZIPfile, and e-mailing it to:
   
   DAA7365@TAMUTS.TAMU.EDU

   if submitting via the Internet or Compuserve. If submitting via America
   Online, send a brief message indicating submission, and append the .ZIP
   file, then e-mail to:

   DiegoAA

7. If any changes are required, or a new version is released, complete
   the above procedures again.  Send all submissions to the @TAMUTS address,
   and any comments, suggestions, criticisms, to DAA7365@RIGEL.TAMU.EDU.

All entries received before the deadline will be included in the subsequent
edition of WSM.  The editor will not be held responsible for any errors, and
we reserve the right to make changes to the entries.

WSM is not limited to shareware/freeware software.  A special area will be
devoted to commercially available Windows 3.x and NT software.  Commercial
software authors should follow the same steps above, with the exception of
the limitations on size - the .TXT file and .BMPs may be as large as required
(and as large as is practical for transmission over phone lines).  There
is no charge for the publishing of either shareware/freeware or commercial
product entries.  

Advertisements for computer hardware, software, bulletin boards, etc. may
be submitted as well. Again, the same procedures apply, with the exception of
the size limitations.  There is no charge for advertising space.  The first
ten advertisements submitted each month will be included; subsequent
submissions will not be included due to size constraints.

WSM is currently looking for persons willing to devote the time to author
columns within WSM.  A C/C++ programing section, a Visual Basic section, and
two Windows-specific opinion/advice columns are envisioned.  All work will
be on a voluntary basis.  If you wish to aid WSM and author a monthly column
on one of the above topics, please send us mail at DAA7365@TAMUTS.TAMU.EDU or
DiegoAA on America Online.",rec.autos
"
Well, I didn't bother writing to Boxer, Feinstein or Eshoo, the terrible
trio who allegly represent me.  Instead, I wrote to Bentsen.  My letter
was not exactly strongly-worded; I simply stated that the BATF approach
was immoral (military-style assault, firing into a house where they knew
there were kids).

Aparently, Bentsen forwarded my letter to the BATF and they responded to 
me directly.  It follows the text of your reply pretty closely.  However,
I intend to send another letter directly to them, in return.


This section is not in the letter that I received.  The parts about ATF
logo and steenking badges or their loss of the element of surprise
were not included, either.


The same guy with the bad handwriting apparently signed my letter, ""for
Richard L. Garner; Chief, Special Operations Division"".",misc.forsale
"
	As a stong self-defense advocate, you're 'statement', does littel
but irk me.  Of course shooting someone because they throw a rock at your
car is out of the question, but what if they disabled your car with their
rock and then wanted to come kill/rape/rob/beat/ or otherwise harm you,
your wife, kids?  
	I think you would like the power to defend yourself in this situation,
wouldn't you?  Or is it that you value the lives of such rock throwers
more than your own or those of your family?  
	Don't think it couldn't happen to you.  From the sounds of it here
it has happened to a few people.  

	Please do not misunderstand.  The only justification for using
deadly force on someone, is that if you don't, it will mean your own 
death or grave bodily harm.  I am far far away from supporting
vilante justice or anything like that..

	Oh, and if you mean to be funny, please add the appropriate :-)
	
Followups to talk.politics.guns please...  we're getting a bit off track
here....",talk.politics.guns
"Wharf Wrat rites:


Ever' once in a while, you still see a reference to the super-
slab system as ""Interstate and Defense Highways.""  But whether
the military has much of anything that goes 80 on the road is
another matter.  A few of their most whomped-up diesel trucks,
maybe, load permitting.  The military surplus stuff I've
driven -- ""Jeep Classic"" (Willys/Kaiser/AMC, pre-independent
suspension) and Power Wagons (Slant 6 in a crew-cab pickup)
weren't exactly congenial at highway speeds, and I wouldn't
swear any of them would do 80 except as a bedload on a semi.

You just gotta love the standard military tire, too, or at
least the one they used to use.  Designed circa WW II as a
compromise between traction in icky sticky goo and longevity
on sharp rocks and so forth, it's quite ill-adapted to high
speeds on civilian roadways.  For those who can't remember
what they look like, imagine a mountain-bike tire with a
road rib in the middle, scaled up to car size. Oh, yeah, and
narrow too. One of the standard mods for civilizing a surplus 
Jeep was to install tires and wheels that reflected some of
the advancements made in ride and handling since D-Day.

But the point made by Wharfie and others still stands:  if
you're going to do 80 in a mil-spec '58 Power Wagon (or a
Jeep or a tank transporter or other unwieldy rubber-tired
vehicle) anywhere, I'd suggest the American interstate.  
Your safe speed there tends to be limited more by your car
and skills, road maintenance, and the swarms of fools around
you; the roads were designed for going like the devil.

Naturally, neither I nor my employer advocates unsafe or
unlawful driving.",talk.politics.guns
,soc.religion.christian
"I came across the following notice in the Denver Post classified secction
this morning (April 26, 1993):

\begin{quote}

NOTICE:

The Denver Post will no longer knowingly accept any advertisement to buy
or sell assault weapons.  The Denver Post finds that the use of assault
weapons poses a threat to the health, safety, and security of its readers.

\end{quote}

Now I suppose the Post is within its rights to refuse such ads.  However,
the second sentence is so noxious, I feel compelled to bring it to the 
attention of the t.p.g/c.g readership.  

I called the Post classified number (825-2525) and expressed my displeasure. 
According to the supervisor I spoke to, the Post was reacting to public
complaints regarding the running of assult weapon ads.  However, she said
the paper was keeping track of the reaction to the change in policy.  I 
strongly encourage Denver Post readers to call and make their feelings known.",misc.forsale
"I am looking out for an inexpensive fax modem card for PC. If you have one to sell, please e-mail 
",comp.os.ms-windows.misc
